job_role,skills,experience_level,domain,education_level,tools,required_experience_years,min_salary,max_salary,currency,job_type,industry,certifications,responsibilities,soft_skills,job_level,location,importance_score
Backend Developer,"spring,python,node.js,sql,api,redis",senior,software,diploma,vscode,0,1063104,1561803,INR,intern,Gaming,aws practitioner,manage databases,"communication,creativity",Senior,Hyderabad,1
Backend Developer,"redis,django,rest,java,mongodb,spring,python,sql,node.js",senior,software,bachelor,postman,3,891096,1860235,INR,hybrid,IT Services,aws practitioner,build APIs,"adaptability,communication",Architect,USA,3
Frontend Developer,"jest,typescript,tailwind,react,webpack,css,javascript,redux,sass",senior,software,master,vscode,9,583257,2976946,INR,full-time,Fintech,frontend nanodegree,optimize frontend performance,"creativity,problem-solving",Mid-level,Pune,3
Cloud Engineer,"terraform,docker,ci/cd,linux,kubernetes,azure,gcp",senior,cloud,master,jenkins,0,511132,1793000,INR,full-time,IT Services,aws cloud practitioner,deploy cloud infra,"creativity,problem-solving",Lead,Chennai,3
Data Scientist,"data analysis,matplotlib,numpy,python,pandas,statistics,scikit-learn,sql,seaborn",entry,data,bachelor,python,10,976759,1603220,INR,intern,Cloud,ibm data science,analyze datasets,"creativity,communication",Senior,Remote,5
Cloud Engineer,"kubernetes,terraform,linux,azure,ci/cd,monitoring,aws,docker",senior,cloud,bachelor,cloudwatch,0,1128236,1744692,INR,full-time,Healthcare,aws cloud practitioner,automation,"communication,leadership",Lead,USA,3
Data Scientist,"sql,python,pandas,numpy,data analysis,scikit-learn",senior,data,master,tableau,10,330840,1509654,INR,remote,Gaming,ibm data science,build predictive models,"communication,leadership",Architect,Delhi,3
Machine Learning Engineer,"mlops,tensorflow,scikit-learn,docker,sql,pandas,python,numpy,nlp",mid,data,diploma,jupyter,6,569072,2769697,INR,on-site,AI/ML,google ml engineer,build pipelines,"communication,adaptability",Junior,Pune,2
Full Stack Developer,"css,docker,git,html,javascript,node.js,rest,api,mongodb,sql,express",mid,software,master,postman,2,1284294,1716318,INR,intern,E-commerce,full stack certificate,end-to-end development,"problem-solving,teamwork",Junior,Remote,3
Machine Learning Engineer,"mlops,deep learning,pandas,docker,sql,nlp",entry,data,master,tensorflow,0,1414644,2091363,INR,on-site,Healthcare,google ml engineer,train ML models,"leadership,creativity",Senior,Chennai,2
DevOps Engineer,"terraform,jenkins,docker,monitoring,kubernetes,ci/cd,linux",mid,devops,master,jenkins,5,1367104,2130338,INR,remote,Cloud,docker certified,infra automation,"communication,leadership",Senior,Hyderabad,2
Data Analyst,"pandas,statistics,data visualization,python,excel,powerbi,sql",mid,data,master,tableau,0,913889,1582370,INR,remote,E-commerce,google data analytics,analyze data,"adaptability,communication",Junior,Canada,4
Backend Developer,"node.js,docker,spring,mongodb,django,postgresql,rest,redis,express,sql",senior,software,master,docker,3,1384860,2856490,INR,contract,E-commerce,aws practitioner,build APIs,"adaptability,communication",Lead,Pune,3
Cybersecurity Analyst,"linux,python,vulnerability assessment,network security,firewall",senior,security,master,wireshark,2,1381731,2286143,INR,full-time,Healthcare,ceh,threat monitoring,"communication,creativity",Senior,Bangalore,4
Cloud Engineer,"monitoring,ci/cd,gcp,azure,aws,linux",senior,cloud,master,terraform,2,329536,2206975,INR,contract,E-commerce,aws cloud practitioner,automation,"creativity,leadership",Lead,Canada,3
Data Analyst,"sql,tableau,statistics,excel,powerbi,python",senior,data,bachelor,excel,7,631206,1708055,INR,remote,Gaming,google data analytics,create dashboards,"creativity,adaptability",Mid-level,Bangalore,3
DevOps Engineer,"docker,aws,terraform,kubernetes,jenkins,linux,ci/cd,monitoring",entry,devops,master,docker,5,901375,2559109,INR,intern,Fintech,docker certified,infra automation,"leadership,communication",Lead,Delhi,2
Cloud Engineer,"terraform,ci/cd,linux,docker,aws,gcp,monitoring,azure,kubernetes",mid,cloud,bachelor,terraform,2,888167,1565374,INR,contract,Cloud,aws cloud practitioner,automation,"adaptability,problem-solving",Mid-level,Hyderabad,3
Full Stack Developer,"rest,docker,mongodb,sql,express,api,git",mid,software,master,postman,7,542361,2367003,INR,on-site,Fintech,full stack certificate,deployment,"teamwork,adaptability",Mid-level,Mumbai,5
Backend Developer,"rest,spring,django,java,python,express,node.js,postgresql,mongodb,api,docker,sql",entry,software,bachelor,vscode,7,1349026,2845069,INR,full-time,Cybersecurity,aws practitioner,build APIs,"adaptability,leadership",Lead,Hyderabad,1
Backend Developer,"redis,python,rest,postgresql,api",entry,software,bachelor,postman,10,683006,2382201,INR,on-site,Cybersecurity,aws practitioner,build APIs,"leadership,adaptability",Mid-level,Chennai,4
Data Scientist,"data analysis,matplotlib,scikit-learn,sql,python,numpy,pandas,seaborn,nlp,statistics",mid,data,diploma,tableau,8,724858,1662479,INR,hybrid,Healthcare,ibm data science,analyze datasets,"adaptability,leadership",Senior,Chennai,3
Data Analyst,"python,powerbi,statistics,data visualization,sql",mid,data,diploma,excel,0,1150411,1747856,INR,intern,AI/ML,google data analytics,create dashboards,"problem-solving,communication",Junior,Bangalore,2
DevOps Engineer,"ci/cd,aws,linux,kubernetes,docker,monitoring,jenkins,terraform",mid,devops,bachelor,kubernetes,0,603557,1835692,INR,contract,Healthcare,docker certified,infra automation,"problem-solving,creativity",Mid-level,Hyderabad,2
Software Developer,"api,git,java,docker,c#,html,typescript,javascript",mid,software,diploma,git,2,1184157,2351663,INR,full-time,Healthcare,oracle java,fix bugs,"communication,problem-solving",Junior,Delhi,5
Machine Learning Engineer,"scikit-learn,mlops,numpy,pytorch,deep learning,docker,python,nlp",senior,data,bachelor,tensorflow,10,1109841,2120321,INR,contract,Cybersecurity,google ml engineer,build pipelines,"adaptability,leadership",Mid-level,Hyderabad,3
Cloud Engineer,"monitoring,docker,ci/cd,aws,linux,kubernetes,azure",mid,cloud,bachelor,cloudwatch,9,352202,2333300,INR,intern,AI/ML,aws cloud practitioner,automation,"creativity,communication",Architect,Hyderabad,3
Cybersecurity Analyst,"linux,python,network security,firewall,cryptography,vulnerability assessment",mid,security,master,metasploit,3,720210,2843340,INR,intern,Fintech,ceh,threat monitoring,"adaptability,communication",Lead,USA,5
Frontend Developer,"html,typescript,webpack,javascript,css,sass,redux",mid,software,diploma,figma,3,1430615,1747181,INR,contract,Gaming,frontend nanodegree,optimize frontend performance,"problem-solving,communication",Senior,Pune,1
Backend Developer,"rest,express,sql,java,django,node.js",senior,software,diploma,docker,3,1078031,2051495,INR,remote,Gaming,aws practitioner,build APIs,"creativity,adaptability",Architect,Canada,5
Cloud Engineer,"monitoring,terraform,kubernetes,docker,azure,gcp,aws",entry,cloud,diploma,cloudwatch,5,485330,2119166,INR,contract,Healthcare,aws cloud practitioner,automation,"leadership,communication",Architect,Bangalore,2
Data Scientist,"pandas,seaborn,python,matplotlib,scikit-learn,statistics,nlp,data analysis,numpy,sql",mid,data,master,python,7,877397,2755522,INR,hybrid,Healthcare,ibm data science,analyze datasets,"teamwork,adaptability",Lead,Mumbai,3
Data Scientist,"nlp,scikit-learn,seaborn,matplotlib,pandas,numpy,python,sql,statistics",senior,data,bachelor,tableau,3,1278398,2808455,INR,intern,E-commerce,ibm data science,build predictive models,"teamwork,communication",Lead,Pune,4
Software Developer,"java,css,docker,git,sql,api,typescript",senior,software,bachelor,postman,3,992049,1987949,INR,contract,Fintech,oracle java,develop software features,"problem-solving,leadership",Senior,Bangalore,1
Software Developer,"docker,react,sql,git,java,typescript,html,css,rest,javascript,api",mid,software,master,git,0,1062048,2337664,INR,on-site,AI/ML,aws developer,develop software features,"leadership,communication",Junior,Chennai,3
Cybersecurity Analyst,"python,cryptography,incident response,firewall,vulnerability assessment,linux,network security",entry,security,diploma,nessus,9,845061,2187139,INR,contract,IT Services,ceh,security audits,"creativity,teamwork",Junior,Bangalore,1
Full Stack Developer,"sql,html,css,git,api,mongodb,express",senior,software,diploma,postman,1,1141541,1577605,INR,contract,E-commerce,full stack certificate,deployment,"problem-solving,communication",Senior,Bangalore,5
Data Analyst,"tableau,python,excel,powerbi,pandas,statistics",mid,data,bachelor,tableau,1,1156692,2382948,INR,hybrid,Healthcare,google data analytics,create dashboards,"problem-solving,creativity",Mid-level,USA,1
Cloud Engineer,"docker,gcp,kubernetes,terraform,aws,azure,ci/cd,monitoring",mid,cloud,master,cloudwatch,0,1469603,1994170,INR,intern,Fintech,aws cloud practitioner,automation,"communication,problem-solving",Architect,Canada,2
Frontend Developer,"css,sass,tailwind,webpack,react,html,typescript,redux,jest,javascript",senior,software,master,figma,2,345645,2068578,INR,full-time,Cybersecurity,frontend nanodegree,build UI,"problem-solving,teamwork",Lead,Pune,2
Cybersecurity Analyst,"incident response,linux,cryptography,network security,vulnerability assessment",mid,security,bachelor,wireshark,3,509452,2510025,INR,contract,E-commerce,ceh,threat monitoring,"teamwork,leadership",Lead,Mumbai,4
Cybersecurity Analyst,"cryptography,incident response,firewall,vulnerability assessment,python,linux",senior,security,master,wireshark,3,1387430,2918406,INR,on-site,IT Services,ceh,threat monitoring,"problem-solving,leadership",Mid-level,Mumbai,5
Cloud Engineer,"kubernetes,linux,azure,monitoring,aws,ci/cd,gcp,terraform",mid,cloud,diploma,terraform,1,1094717,1756092,INR,hybrid,Gaming,aws cloud practitioner,deploy cloud infra,"creativity,leadership",Mid-level,Hyderabad,3
Machine Learning Engineer,"python,mlops,pytorch,pandas,nlp,sql,numpy,docker,tensorflow",entry,data,master,tensorflow,10,1260679,2882884,INR,full-time,Cybersecurity,google ml engineer,train ML models,"leadership,problem-solving",Architect,Bangalore,5
Full Stack Developer,"react,sql,express,mongodb,rest,css,node.js,javascript",entry,software,master,postman,7,1357378,1782352,INR,remote,IT Services,full stack certificate,deployment,"communication,adaptability",Architect,USA,5
Data Analyst,"excel,tableau,python,data visualization,statistics,sql,pandas,powerbi",mid,data,diploma,tableau,5,1048330,2035754,INR,on-site,Fintech,google data analytics,create dashboards,"communication,problem-solving",Senior,Chennai,2
Data Scientist,"pandas,data analysis,python,matplotlib,nlp,seaborn",senior,data,diploma,python,1,584329,2178342,INR,contract,AI/ML,ibm data science,build predictive models,"teamwork,problem-solving",Mid-level,Remote,3
Frontend Developer,"javascript,html,redux,css,jest,tailwind,sass,typescript",entry,software,bachelor,chrome devtools,4,1490913,2772095,INR,hybrid,AI/ML,frontend nanodegree,build UI,"creativity,teamwork",Mid-level,Bangalore,3
Data Scientist,"scikit-learn,pandas,python,sql,data analysis,seaborn,statistics,matplotlib,numpy",entry,data,bachelor,jupyter,6,1411256,2501068,INR,contract,IT Services,ibm data science,build predictive models,"adaptability,problem-solving",Mid-level,Chennai,2
Machine Learning Engineer,"python,docker,mlops,deep learning,pytorch,numpy,scikit-learn,sql,pandas,tensorflow",mid,data,bachelor,tensorflow,9,1365258,2353838,INR,intern,Cybersecurity,google ml engineer,train ML models,"adaptability,problem-solving",Senior,Hyderabad,1
Full Stack Developer,"rest,docker,api,express,node.js",entry,software,diploma,figma,0,630185,1682122,INR,contract,Cloud,full stack certificate,deployment,"communication,problem-solving",Lead,Pune,5
Data Analyst,"statistics,excel,pandas,data visualization,tableau",senior,data,diploma,powerbi,3,983206,2905399,INR,on-site,Cybersecurity,google data analytics,create dashboards,"creativity,teamwork",Architect,Bangalore,3
Data Scientist,"statistics,pandas,numpy,matplotlib,seaborn,sql,scikit-learn",senior,data,master,tableau,6,1367397,1613180,INR,hybrid,Cybersecurity,ibm data science,build predictive models,"creativity,leadership",Architect,Hyderabad,1
Cloud Engineer,"gcp,terraform,aws,monitoring,ci/cd,docker",senior,cloud,bachelor,terraform,8,1042429,2567206,INR,full-time,Cybersecurity,aws cloud practitioner,deploy cloud infra,"problem-solving,communication",Junior,Delhi,4
Machine Learning Engineer,"python,sql,deep learning,numpy,mlops,nlp,scikit-learn,pytorch,pandas",senior,data,diploma,jupyter,4,1171346,2511874,INR,remote,E-commerce,google ml engineer,train ML models,"leadership,problem-solving",Lead,Pune,5
Data Scientist,"python,scikit-learn,matplotlib,seaborn,sql,nlp,data analysis,pandas",mid,data,diploma,python,1,1251213,2503112,INR,on-site,IT Services,ibm data science,build predictive models,"adaptability,leadership",Mid-level,Remote,5
Frontend Developer,"javascript,jest,css,html,sass,typescript,react",senior,software,bachelor,figma,9,1278604,2867828,INR,hybrid,Cloud,frontend nanodegree,build UI,"creativity,leadership",Lead,Chennai,3
Data Scientist,"pandas,matplotlib,numpy,sql,python",senior,data,bachelor,tableau,8,1445180,2123286,INR,hybrid,Gaming,ibm data science,build predictive models,"problem-solving,adaptability",Junior,Mumbai,4
Frontend Developer,"html,javascript,css,tailwind,react,redux,typescript,webpack,jest,sass",mid,software,bachelor,vscode,3,908344,1896120,INR,hybrid,E-commerce,frontend nanodegree,optimize frontend performance,"leadership,adaptability",Senior,Chennai,5
Frontend Developer,"jest,sass,html,javascript,webpack",entry,software,master,figma,5,931994,2587524,INR,contract,E-commerce,frontend nanodegree,optimize frontend performance,"communication,leadership",Senior,Delhi,4
Data Scientist,"pandas,data analysis,numpy,scikit-learn,statistics",senior,data,diploma,tableau,9,553090,1522961,INR,intern,IT Services,ibm data science,analyze datasets,"problem-solving,communication",Junior,Pune,1
Cybersecurity Analyst,"firewall,linux,cryptography,python,network security,incident response,vulnerability assessment",senior,security,master,wireshark,0,1016657,1891287,INR,intern,IT Services,ceh,security audits,"teamwork,leadership",Architect,Canada,1
Cloud Engineer,"ci/cd,azure,docker,gcp,monitoring,aws,linux,kubernetes",entry,cloud,master,terraform,3,1354666,2958920,INR,full-time,Fintech,aws cloud practitioner,automation,"problem-solving,creativity",Senior,Bangalore,5
Frontend Developer,"javascript,sass,css,webpack,tailwind,react,redux,html,jest,typescript",mid,software,diploma,figma,3,1333167,2648324,INR,intern,IT Services,frontend nanodegree,build UI,"creativity,adaptability",Architect,Remote,2
Data Scientist,"python,seaborn,statistics,nlp,numpy,matplotlib,data analysis,scikit-learn,pandas,sql",senior,data,diploma,jupyter,4,1046371,1930773,INR,hybrid,AI/ML,ibm data science,build predictive models,"leadership,teamwork",Junior,USA,1
Frontend Developer,"react,webpack,sass,typescript,tailwind",senior,software,master,figma,9,435979,2106810,INR,contract,Healthcare,frontend nanodegree,optimize frontend performance,"adaptability,communication",Senior,Chennai,4
DevOps Engineer,"linux,monitoring,docker,jenkins,terraform,aws,kubernetes",senior,devops,master,kubernetes,6,636212,1583688,INR,intern,Cybersecurity,docker certified,infra automation,"communication,teamwork",Junior,USA,5
Data Scientist,"python,seaborn,statistics,nlp,matplotlib,numpy,pandas,data analysis,scikit-learn,sql",entry,data,master,python,0,723831,1694204,INR,remote,IT Services,ibm data science,analyze datasets,"problem-solving,teamwork",Mid-level,Delhi,4
Cloud Engineer,"docker,linux,aws,azure,monitoring,gcp,kubernetes",senior,cloud,bachelor,terraform,7,1325873,2760511,INR,remote,E-commerce,aws cloud practitioner,automation,"problem-solving,leadership",Senior,Canada,2
Cybersecurity Analyst,"python,linux,vulnerability assessment,network security,firewall,cryptography,incident response",senior,security,bachelor,nessus,5,1279547,1544992,INR,on-site,AI/ML,ceh,security audits,"teamwork,problem-solving",Junior,Mumbai,4
Full Stack Developer,"node.js,javascript,express,mongodb,sql,react,html,css,docker,api,rest,git",mid,software,diploma,figma,8,950572,2346651,INR,full-time,Fintech,full stack certificate,end-to-end development,"problem-solving,communication",Senior,Mumbai,2
Software Developer,"docker,sql,python,git,javascript,typescript,node.js,api",mid,software,bachelor,git,8,942156,2758804,INR,on-site,IT Services,aws developer,write clean code,"adaptability,creativity",Mid-level,Canada,5
Cloud Engineer,"azure,monitoring,aws,docker,ci/cd,terraform,kubernetes",mid,cloud,bachelor,terraform,5,1124065,2869306,INR,remote,Cloud,aws cloud practitioner,deploy cloud infra,"teamwork,adaptability",Mid-level,Delhi,5
Software Developer,"rest,python,css,api,javascript,node.js,html,sql",entry,software,master,postman,10,1147707,2229774,INR,intern,Cloud,oracle java,write clean code,"adaptability,creativity",Architect,USA,4
Cybersecurity Analyst,"network security,firewall,incident response,cryptography,vulnerability assessment,python",entry,security,diploma,wireshark,5,1306141,1958499,INR,remote,E-commerce,ceh,security audits,"leadership,teamwork",Architect,USA,3
Software Developer,"c#,typescript,react,python,api,html,css,git,sql,docker,node.js",entry,software,bachelor,vscode,10,570669,2449833,INR,remote,IT Services,oracle java,fix bugs,"problem-solving,leadership",Senior,Pune,3
Backend Developer,"redis,sql,node.js,java,python,api,postgresql,spring,docker,express,mongodb,rest",mid,software,diploma,vscode,9,910515,2252534,INR,intern,E-commerce,aws practitioner,manage databases,"teamwork,adaptability",Architect,Chennai,5
DevOps Engineer,"ci/cd,docker,terraform,kubernetes,linux",mid,devops,bachelor,jenkins,2,1206380,2704222,INR,on-site,Healthcare,docker certified,infra automation,"teamwork,leadership",Junior,Canada,1
Machine Learning Engineer,"nlp,mlops,docker,tensorflow,pytorch",mid,data,bachelor,pytorch,2,404085,2621914,INR,full-time,Healthcare,google ml engineer,build pipelines,"leadership,teamwork",Senior,Chennai,4
Software Developer,"react,java,python,docker,javascript,css,sql,api,git,node.js",senior,software,diploma,vscode,8,1107087,2122041,INR,contract,Cybersecurity,aws developer,develop software features,"leadership,creativity",Lead,Hyderabad,3
Machine Learning Engineer,"mlops,pandas,pytorch,numpy,nlp,sql,tensorflow,docker",entry,data,master,tensorflow,9,916172,1513325,INR,hybrid,Cloud,google ml engineer,train ML models,"adaptability,leadership",Mid-level,Delhi,4
Data Analyst,"python,data visualization,tableau,pandas,excel",senior,data,diploma,excel,9,1432490,2499876,INR,contract,AI/ML,google data analytics,create dashboards,"adaptability,teamwork",Mid-level,Mumbai,5
Cloud Engineer,"linux,aws,monitoring,docker,azure,ci/cd,terraform",entry,cloud,master,terraform,3,795029,2748989,INR,remote,IT Services,aws cloud practitioner,deploy cloud infra,"creativity,leadership",Junior,Mumbai,5
Data Scientist,"sql,seaborn,statistics,data analysis,python,scikit-learn,matplotlib",mid,data,bachelor,python,2,1312154,1794925,INR,hybrid,Healthcare,ibm data science,build predictive models,"communication,adaptability",Junior,Bangalore,5
Backend Developer,"api,sql,java,django,mongodb,rest,spring,python,express,docker",senior,software,bachelor,postman,10,565013,1799200,INR,remote,Gaming,aws practitioner,manage databases,"creativity,adaptability",Mid-level,Remote,4
Cybersecurity Analyst,"vulnerability assessment,incident response,network security,python,firewall",senior,security,master,nessus,6,1430401,1705535,INR,remote,Cybersecurity,ceh,threat monitoring,"communication,problem-solving",Lead,Bangalore,4
Cloud Engineer,"terraform,gcp,ci/cd,linux,aws,azure,kubernetes,monitoring",senior,cloud,master,jenkins,2,1477894,2658301,INR,on-site,AI/ML,aws cloud practitioner,deploy cloud infra,"communication,adaptability",Junior,Chennai,4
Data Analyst,"tableau,python,statistics,data visualization,sql,powerbi,excel,pandas",senior,data,diploma,excel,9,640803,2220221,INR,contract,E-commerce,google data analytics,analyze data,"problem-solving,adaptability",Junior,USA,3
Data Analyst,"pandas,sql,statistics,excel,python,data visualization",entry,data,diploma,excel,1,538116,2741246,INR,full-time,Healthcare,google data analytics,analyze data,"problem-solving,creativity",Junior,USA,1
Backend Developer,"python,postgresql,node.js,api,mongodb,sql,spring,docker,django",mid,software,master,postman,0,784296,2007904,INR,intern,Cybersecurity,aws practitioner,build APIs,"communication,adaptability",Senior,Mumbai,2
Frontend Developer,"typescript,javascript,react,tailwind,sass",mid,software,bachelor,figma,6,422967,1845269,INR,remote,IT Services,frontend nanodegree,optimize frontend performance,"leadership,creativity",Lead,Mumbai,4
Frontend Developer,"webpack,css,typescript,react,html,tailwind,sass",mid,software,bachelor,chrome devtools,2,1221993,1758180,INR,remote,IT Services,frontend nanodegree,build UI,"teamwork,creativity",Lead,Bangalore,4
Cloud Engineer,"aws,kubernetes,terraform,gcp,ci/cd,monitoring,docker,linux,azure",mid,cloud,diploma,terraform,6,1348256,2957945,INR,remote,AI/ML,aws cloud practitioner,automation,"communication,problem-solving",Junior,Delhi,2
Frontend Developer,"typescript,jest,webpack,css,tailwind,html,react,javascript,redux,sass",mid,software,bachelor,chrome devtools,3,1379662,2672022,INR,remote,AI/ML,frontend nanodegree,optimize frontend performance,"creativity,problem-solving",Lead,Pune,1
Backend Developer,"docker,redis,django,sql,postgresql,express,mongodb,java",mid,software,bachelor,docker,2,1244563,2403716,INR,remote,Gaming,aws practitioner,manage databases,"adaptability,teamwork",Senior,Hyderabad,2
Cloud Engineer,"kubernetes,linux,ci/cd,terraform,gcp,aws,monitoring",senior,cloud,diploma,terraform,5,764240,2858225,INR,full-time,AI/ML,aws cloud practitioner,automation,"leadership,communication",Junior,Chennai,1
Cloud Engineer,"kubernetes,monitoring,azure,terraform,aws,gcp",entry,cloud,bachelor,cloudwatch,5,1066052,2482092,INR,hybrid,Cybersecurity,aws cloud practitioner,automation,"adaptability,leadership",Junior,Pune,3
Cloud Engineer,"docker,monitoring,ci/cd,terraform,azure,aws,kubernetes,gcp",entry,cloud,diploma,terraform,6,918976,1858342,INR,hybrid,Gaming,aws cloud practitioner,automation,"teamwork,communication",Mid-level,Bangalore,2
Data Scientist,"pandas,seaborn,numpy,data analysis,matplotlib,python,nlp,statistics,sql,scikit-learn",senior,data,bachelor,tableau,0,883218,1949848,INR,remote,Cloud,ibm data science,analyze datasets,"teamwork,leadership",Architect,Delhi,3
Cloud Engineer,"kubernetes,aws,azure,ci/cd,linux,docker",senior,cloud,bachelor,jenkins,0,1063768,2097823,INR,intern,Cloud,aws cloud practitioner,automation,"teamwork,creativity",Architect,USA,1
Full Stack Developer,"api,react,javascript,git,css,html",mid,software,bachelor,postman,1,759064,2500655,INR,full-time,IT Services,full stack certificate,deployment,"problem-solving,leadership",Senior,Pune,1
Data Analyst,"sql,python,powerbi,statistics,tableau,data visualization,excel,pandas",entry,data,master,tableau,0,681160,1585750,INR,full-time,IT Services,google data analytics,create dashboards,"problem-solving,leadership",Senior,USA,3
Data Analyst,"python,statistics,powerbi,data visualization,tableau,pandas,excel,sql",mid,data,bachelor,tableau,0,412317,2456290,INR,remote,IT Services,google data analytics,analyze data,"communication,teamwork",Lead,Pune,4
Frontend Developer,"jest,typescript,sass,react,css,tailwind,html,webpack,javascript,redux",entry,software,diploma,vscode,3,1399228,1833898,INR,full-time,Cybersecurity,frontend nanodegree,build UI,"teamwork,creativity",Lead,Hyderabad,2
Full Stack Developer,"api,mongodb,git,javascript,react,node.js,rest,express,css,html,sql,docker",mid,software,diploma,figma,8,993719,2237800,INR,on-site,AI/ML,full stack certificate,deployment,"adaptability,problem-solving",Senior,Pune,1
Backend Developer,"java,sql,postgresql,mongodb,redis,rest",mid,software,diploma,postman,1,980379,2307902,INR,full-time,Gaming,aws practitioner,manage databases,"communication,creativity",Junior,Canada,2
Full Stack Developer,"mongodb,html,javascript,sql,express,react,node.js,git,docker,css,rest,api",mid,software,diploma,postman,8,370507,2392752,INR,hybrid,Cloud,full stack certificate,end-to-end development,"communication,creativity",Lead,USA,2
Machine Learning Engineer,"scikit-learn,tensorflow,nlp,docker,python,sql,pytorch,mlops,numpy,deep learning",senior,data,diploma,tensorflow,6,1482038,2571105,INR,on-site,Cybersecurity,google ml engineer,build pipelines,"adaptability,creativity",Senior,Hyderabad,1
DevOps Engineer,"ci/cd,terraform,docker,jenkins,monitoring,linux",entry,devops,master,docker,2,1484564,1831450,INR,contract,Fintech,docker certified,manage CI/CD,"creativity,adaptability",Senior,Chennai,1
Cloud Engineer,"azure,ci/cd,kubernetes,linux,terraform",senior,cloud,bachelor,terraform,0,653789,2101947,INR,hybrid,E-commerce,aws cloud practitioner,automation,"teamwork,problem-solving",Senior,Mumbai,1
DevOps Engineer,"linux,jenkins,ci/cd,monitoring,aws,terraform,docker,kubernetes",mid,devops,bachelor,docker,6,917442,2785835,INR,full-time,Healthcare,docker certified,infra automation,"problem-solving,creativity",Junior,Canada,1
Backend Developer,"api,sql,spring,rest,redis,docker,postgresql,java,django",senior,software,bachelor,vscode,4,1005024,2641174,INR,intern,AI/ML,aws practitioner,build APIs,"creativity,problem-solving",Junior,USA,4
Frontend Developer,"webpack,sass,javascript,css,html,tailwind,redux,jest,typescript",entry,software,bachelor,chrome devtools,0,321802,1790947,INR,full-time,Cybersecurity,frontend nanodegree,build UI,"adaptability,communication",Mid-level,Hyderabad,2
Full Stack Developer,"css,html,javascript,node.js,git,docker,express,react,api,sql,mongodb,rest",entry,software,bachelor,vscode,1,386300,2164012,INR,hybrid,Healthcare,full stack certificate,deployment,"creativity,teamwork",Senior,Chennai,2
Data Scientist,"data analysis,seaborn,scikit-learn,python,matplotlib,statistics,pandas,sql,nlp",entry,data,master,python,5,981763,2911787,INR,hybrid,AI/ML,ibm data science,analyze datasets,"adaptability,creativity",Lead,Mumbai,4
Cybersecurity Analyst,"incident response,python,firewall,linux,cryptography",senior,security,bachelor,nessus,9,987402,2581460,INR,full-time,Gaming,ceh,threat monitoring,"adaptability,communication",Senior,Remote,1
Cybersecurity Analyst,"linux,vulnerability assessment,incident response,python,cryptography,firewall",mid,security,master,metasploit,4,457848,2567573,INR,intern,Gaming,ceh,security audits,"adaptability,creativity",Lead,Pune,3
DevOps Engineer,"terraform,monitoring,docker,linux,ci/cd,kubernetes",mid,devops,master,jenkins,10,307536,2694679,INR,intern,Healthcare,docker certified,infra automation,"leadership,creativity",Senior,Delhi,3
DevOps Engineer,"jenkins,monitoring,docker,ci/cd,aws,linux,kubernetes,terraform",senior,devops,master,jenkins,1,1313611,2938162,INR,contract,E-commerce,docker certified,infra automation,"communication,adaptability",Junior,Delhi,2
Data Analyst,"sql,excel,tableau,pandas,python,data visualization,statistics",entry,data,master,tableau,5,366198,1905271,INR,on-site,Gaming,google data analytics,create dashboards,"communication,adaptability",Architect,Remote,4
Backend Developer,"node.js,redis,django,spring,sql",entry,software,diploma,docker,5,712287,2358301,INR,hybrid,IT Services,aws practitioner,manage databases,"creativity,teamwork",Lead,USA,5
Full Stack Developer,"git,react,api,node.js,rest,express",entry,software,diploma,postman,6,1188980,2307273,INR,remote,E-commerce,full stack certificate,deployment,"adaptability,communication",Lead,Chennai,5
Cybersecurity Analyst,"firewall,linux,network security,cryptography,incident response",mid,security,bachelor,nessus,5,1229030,1805384,INR,intern,Healthcare,ceh,security audits,"creativity,communication",Senior,Hyderabad,3
Data Analyst,"tableau,excel,data visualization,python,powerbi,pandas,sql",senior,data,diploma,tableau,5,858683,1776594,INR,full-time,Cybersecurity,google data analytics,analyze data,"communication,problem-solving",Lead,Bangalore,3
Machine Learning Engineer,"deep learning,nlp,tensorflow,mlops,pandas,numpy",mid,data,bachelor,pytorch,4,1271191,2859466,INR,hybrid,E-commerce,google ml engineer,build pipelines,"leadership,problem-solving",Architect,Remote,4
Software Developer,"typescript,c#,sql,rest,css,html,docker",mid,software,master,git,5,677318,2275814,INR,contract,Fintech,oracle java,develop software features,"creativity,leadership",Architect,USA,2
Data Scientist,"sql,scikit-learn,python,data analysis,matplotlib,statistics,numpy,nlp,seaborn",senior,data,diploma,jupyter,10,610135,2048050,INR,hybrid,AI/ML,ibm data science,build predictive models,"problem-solving,communication",Mid-level,Chennai,1
Software Developer,"react,node.js,typescript,java,python,docker,c#,sql,html",senior,software,diploma,git,3,598565,2282877,INR,hybrid,Healthcare,oracle java,write clean code,"leadership,communication",Lead,Canada,4
Cloud Engineer,"ci/cd,azure,linux,terraform,gcp,kubernetes",senior,cloud,master,cloudwatch,4,630312,2992771,INR,on-site,Healthcare,aws cloud practitioner,deploy cloud infra,"communication,adaptability",Junior,Pune,2
Full Stack Developer,"javascript,mongodb,sql,css,api,node.js,html,rest,docker,react",entry,software,master,vscode,7,1208922,2577876,INR,full-time,Fintech,full stack certificate,deployment,"adaptability,creativity",Senior,USA,3
